D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_170.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_170.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_170.jpg,0,1,0,20.17562
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_251.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_251.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_251.jpg,0,1,0,20.9757
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_330.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_330.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_330.jpg,0,1,0,21.76721
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_406.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_406.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_406.jpg,0,1,0,22.55209
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_486.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_486.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_486.jpg,0,1,0,23.33194
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_566.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_566.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_566.jpg,0,1,0,24.10851
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_642.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_642.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_642.jpg,0,1,0,24.88078
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_722.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_722.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_722.jpg,0,1,0,25.64794
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_801.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_801.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_801.jpg,0,1,0,26.40845
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_878.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_878.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_878.jpg,0,1,0,26.97527
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_09_957.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_09_957.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_09_957.jpg,0,1,0,27.72568
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_034.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_034.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_034.jpg,0,1,0,28.46998
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_111.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_111.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_111.jpg,0,1,0,29.2083
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_189.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_189.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_189.jpg,0,1,0,29.94052
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_267.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_267.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_267.jpg,0,1,0,30.19025
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_342.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_342.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_342.jpg,-0.2,1,0,30.17984
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_419.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_419.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_419.jpg,-0.4,1,0,30.15748
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_496.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_496.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_496.jpg,-0.5500001,1,0,30.13927
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_572.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_572.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_572.jpg,-0.7500002,1,0,30.11453
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_651.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_651.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_651.jpg,0,1,0,30.18135
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_728.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_728.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_728.jpg,0,1,0,30.18858
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_805.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_805.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_805.jpg,0,1,0,30.18999
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_884.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_884.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_884.jpg,0,1,0,30.19056
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_10_958.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_10_958.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_10_958.jpg,0,1,0,30.19024
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_036.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_036.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_036.jpg,-0.1,1,0,30.1881
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_115.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_115.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_115.jpg,-0.3,1,0,30.16939
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_195.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_195.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_195.jpg,-0.5000001,1,0,30.14563
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_275.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_275.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_275.jpg,0,1,0,30.1877
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_356.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_356.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_356.jpg,0,1,0,30.18979
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_438.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_438.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_438.jpg,0,1,0,30.19023
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_521.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_521.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_521.jpg,-0.1,1,0,30.18845
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_603.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_603.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_603.jpg,-0.3,1,0,30.17029
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_685.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_685.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_685.jpg,-0.5000001,1,0,30.14628
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_766.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_766.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_766.jpg,0,1,0,30.18082
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_847.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_847.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_847.jpg,0,1,0,30.18835
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_11_927.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_11_927.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_11_927.jpg,0,1,0,30.18998
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_009.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_009.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_009.jpg,0,1,0,30.19025
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_091.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_091.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_091.jpg,-0.2,1,0,30.18152
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_172.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_172.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_172.jpg,0,1,0,30.18949
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_253.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_253.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_253.jpg,0,1,0,30.19024
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_335.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_335.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_335.jpg,0,1,0,30.19028
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_418.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_418.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_418.jpg,0,1,0,30.1903
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_501.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_501.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_501.jpg,-0.1,1,0,30.18739
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_583.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_583.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_583.jpg,-0.3,1,0,30.16941
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_664.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_664.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_664.jpg,0,1,0,30.18829
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_747.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_747.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_747.jpg,0,1,0,30.19006
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_829.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_829.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_829.jpg,0,1,0,30.19024
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_913.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_913.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_913.jpg,0,1,0,30.19029
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_12_997.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_12_997.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_12_997.jpg,0,1,0,30.19029
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_081.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_081.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_081.jpg,0,1,0,30.19031
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_165.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_165.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_165.jpg,0,1,0,30.19029
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_250.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_250.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_250.jpg,0,1,0,30.19029
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_332.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_332.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_332.jpg,-0.05,1,0,30.18972
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_415.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_415.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_415.jpg,-0.25,1,0,30.17476
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_500.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_500.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_500.jpg,-0.5000001,1,0,30.14535
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_582.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_582.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_582.jpg,0,1,0,30.18353
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_667.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_667.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_667.jpg,0,1,0,30.18918
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_753.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_753.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_753.jpg,0,1,0,30.19009
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_839.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_839.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_839.jpg,0,1,0,30.19029
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_13_926.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_13_926.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_13_926.jpg,0,1,0,30.19032
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_14_013.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_14_013.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_14_013.jpg,0,1,0,30.1903
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_14_099.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_14_099.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_14_099.jpg,0,1,0,30.1903
D:\Projects\ML projects\Siraj self driving\IMG\center_2018_08_23_19_00_14_185.jpg,D:\Projects\ML projects\Siraj self driving\IMG\left_2018_08_23_19_00_14_185.jpg,D:\Projects\ML projects\Siraj self driving\IMG\right_2018_08_23_19_00_14_185.jpg,0,1,0,30.19028
